67.4104,259.9142
76.6357,208.4241
83.4641,166.0648
87.0825,142.1532
87.0412,142.4324
83.3453,166.8323
76.4541,209.5015
67.1861,261.0839
56.5621,312.0236
45.6182,355.3507
35.2469,387.8446
26.0903,409.6038
18.5026,422.7114
12.5716,429.8501
8.1843,433.3765
5.1059,434.9603
3.0521,435.6084
1.7503,435.8500
0.9637,435.9323
0.5105,435.9580
0.2616,435.9653
0.1310,435.9672
0.0657,435.9677
0.0344,435.9678
0.0201,435.9678
0.0139,435.9678
0.0113,435.9678
0.0102,435.9678
0.0098,435.9678
0.0097,435.9678
0.0096,435.9678
0.0096,435.9678
0.0096,435.9678
0.0096,435.9678
0.0096,435.9678
0.0096,435.9678
0.0096,435.9678
0.0096,435.9678
0.0096,435.9678
0.0096,435.9678
0.0096,435.9678
0.0096,435.9678
0.0096,435.9678
0.0096,435.9678
0.0096,435.9678
0.0096,435.9678
0.0096,435.9678
0.0096,435.9678
0.0096,435.9678
0.0096,435.9678
68.6089,257.0931
77.9984,204.7779
84.9481,161.7399
88.6309,137.4451
88.5888,137.7288
84.8273,162.5197
77.8135,205.8726
68.3806,258.2816
57.5678,310.0375
46.4293,354.0589
35.8735,387.0734
26.5541,409.1813
18.8315,422.4989
12.7950,429.7520
8.3297,433.3349
5.1965,434.9441
3.1062,435.6027
1.7812,435.8481
0.9806,435.9318
0.5195,435.9578
0.2661,435.9653
0.1332,435.9672
0.0667,435.9677
0.0348,435.9678
0.0203,435.9678
0.0139,435.9678
0.0113,435.9678
0.0102,435.9678
0.0098,435.9678
0.0097,435.9678
0.0096,435.9678
0.0096,435.9678
0.0096,435.9678
0.0096,435.9678
0.0096,435.9678
0.0096,435.9678
0.0096,435.9678
0.0096,435.9678
0.0096,435.9678
0.0096,435.9678
0.0096,435.9678
0.0096,435.9678
0.0096,435.9678
0.0096,435.9678
0.0096,435.9678
0.0096,435.9678
0.0096,435.9678
0.0096,435.9678
0.0096,435.9678
0.0096,435.9678
69.5914,255.2500
79.1153,202.3957
86.1646,158.9142
89.9001,134.3691
89.8574,134.6557
86.0420,159.7021
78.9277,203.5017
69.3598,256.4507
58.3921,308.7399
47.0941,353.2148
36.3872,386.5696
26.9342,408.9052
19.1010,422.3601
12.9781,429.6879
8.4489,433.3078
5.2708,434.9336
3.1505,435.5989
1.8066,435.8469
0.9945,435.9314
0.5268,435.9577
0.2697,435.9652
0.1350,435.9672
0.0675,435.9677
0.0352,435.9678
0.0204,435.9678
0.0140,435.9678
0.0113,435.9678
0.0102,435.9678
0.0098,435.9678
0.0097,435.9678
0.0096,435.9678
0.0096,435.9678
0.0096,435.9678
0.0096,435.9678
0.0096,435.9678
0.0096,435.9678
0.0096,435.9678
0.0096,435.9678
0.0096,435.9678
0.0096,435.9678
0.0096,435.9678
0.0096,435.9678
0.0096,435.9678
0.0096,435.9678
0.0096,435.9678
0.0096,435.9678
0.0096,435.9678
0.0096,435.9678
0.0096,435.9678
0.0096,435.9678
70.3900,254.1322
80.0232,200.9511
87.1534,157.2006
90.9319,132.5038
90.8886,132.7922
87.0294,157.9934
79.8336,202.0639
70.1558,255.3403
59.0622,307.9530
47.6345,352.7030
36.8047,386.2640
27.2433,408.7378
19.3201,422.2759
13.1269,429.6491
8.5457,433.2913
5.3311,434.9272
3.1866,435.5966
1.8272,435.8461
1.0058,435.9312
0.5327,435.9577
0.2727,435.9652
0.1364,435.9672
0.0681,435.9677
0.0355,435.9678
0.0206,435.9678
0.0141,435.9678
0.0113,435.9678
0.0102,435.9678
0.0098,435.9678
0.0097,435.9678
0.0096,435.9678
0.0096,435.9678
0.0096,435.9678
0.0096,435.9678
0.0096,435.9678
0.0096,435.9678
0.0096,435.9678
0.0096,435.9678
0.0096,435.9678
0.0096,435.9678
0.0096,435.9678
0.0096,435.9678
0.0096,435.9678
0.0096,435.9678
0.0096,435.9678
0.0096,435.9678
0.0096,435.9678
0.0096,435.9678
0.0096,435.9678
0.0096,435.9678
71.0358,253.5118
80.7574,200.1492
87.9530,156.2495
91.7661,131.4683
91.7225,131.7577
87.8279,157.0449
80.5660,201.2658
70.7994,254.7240
59.6040,307.5161
48.0715,352.4188
37.1423,386.0944
27.4932,408.6449
19.4973,422.2292
13.2473,429.6275
8.6240,433.2822
5.3800,434.9236
3.2157,435.5954
1.8439,435.8457
1.0150,435.9310
0.5375,435.9576
0.2751,435.9652
0.1376,435.9672
0.0687,435.9677
0.0357,435.9678
0.0207,435.9678
0.0141,435.9678
0.0113,435.9678
0.0103,435.9678
0.0098,435.9678
0.0097,435.9678
0.0096,435.9678
0.0096,435.9678
0.0096,435.9678
0.0096,435.9678
0.0096,435.9678
0.0096,435.9678
0.0096,435.9678
0.0096,435.9678
0.0096,435.9678
0.0096,435.9678
0.0096,435.9678
0.0096,435.9678
0.0096,435.9678
0.0096,435.9678
0.0096,435.9678
0.0096,435.9678
0.0096,435.9678
0.0096,435.9678
0.0096,435.9678
0.0096,435.9678
71.5559,253.2021
81.3487,199.7489
88.5970,155.7747
92.4380,130.9515
92.3941,131.2413
88.4710,156.5715
81.1559,200.8674
