330382297,5845682,4.60E+03
330382321,5845618,8.30E+03
330382345,5845552,8.70E+03
330382360,5845492,1.50E+03
330382377,5845431,2.90E+03
330382393,5845371,6.30E+03
330382411,5845310,4.10E+03
330382423,5845254,2.80E+03
330382438,5845197,5.40E+03
330382476,5845148,2.60E+03
330382500,5845096,6.60E+03
330382495,5845050,8.10E+03
330382467,5845029,7.20E+03
330382430,5845027,3.00E+03
330382398,5845056,6.80E+03
330382370,5845103,9.40E+03
330382354,5845138,1.30E+03
330382341,5845206,8.30E+03
330382318,5845253,3.90E+03
330382288,5845263,9.70E+03
330382295,5845362,8.20E+03
330382283,5845421,1.80E+03
330382283,5845535,9.50E+03
330382272,5845598,3.50E+03
330382253,5845643,2.30E+03
330382244,5845699,4.50E+03
330382232,5845751,3.90E+03
330382220,5845814,2.00E+03
330382203,5845869,4.00E+03
330382188,5845928,1.10E+04
330382173,5845987,5.00E+03
330382160,5846043,5.50E+03
330382145,5846099,7.40E+03
330382131,5846157,6.90E+03
330382116,5846211,3.20E+03
330382104,5846269,9.20E+03
330382092,5846326,9.20E+03
330382078,5846380,1.70E+03
330382068,5846438,5.60E+03
330382051,5846480,8.10E+03
330382043,5846544,3.90E+03
330382030,5846599,7.30E+03
330382017,5846658,2.10E+03
330382005,5846722,7.00E+02
330381989,5846780,9.40E+03
330381976,5846840,1.60E+03
330381962,5846900,2.10E+03
330381956,5846966,3.00E+03
330381944,5847021,3.70E+03
330381928,5847069,3.20E+03
330381896,5847119,9.50E+03
330381855,5847113,1.60E+03
330381812,5847046,1.00E+03
330381815,5846998,1.20E+03
330381843,5846983,9.30E+03
330381872,5846920,9.70E+03
330381908,5846869,3.40E+03
330381895,5846813,8.00E+02
330381912,5846730,8.50E+03
330381912,5846672,8.60E+03
330381919,5846612,9.30E+03
330381931,5846550,5.60E+03
330381952,5846486,2.00E+03
330381972,5846420,8.00E+03
330381985,5846360,1.50E+04
330382003,5846295,3.00E+04
330382017,5846234,3.90E+04
330382031,5846174,3.20E+04
330382042,5846117,2.30E+04
330382055,5846058,1.40E+04
330382065,5846003,8.00E+03
330382086,5845939,6.00E+03
330382104,5845880,7.80E+03
330382122,5845820,6.90E+03
330382142,5845758,2.30E+03
330382162,5845696,6.70E+03
330382181,5845635,0.00E+00
330382196,5845585,9.10E+03
330382217,5845515,6.30E+03
330382234,5845452,1.90E+03
330382248,5845390,4.80E+03
330382264,5845327,7.30E+03
330382277,5845282,1.00E+03
330382292,5845229,4.20E+03
330382309,5845177,5.00E+03
330382306,5845127,1.60E+03
330382279,5845086,9.50E+03
330382235,5845083,9.90E+03
330382200,5845100,2.10E+03
330382172,5845159,7.60E+03
330382138,5845208,4.60E+03
330382105,5845244,2.00E+02
330382085,5845260,3.00E+02
330382083,5845325,6.80E+03
330382081,5845375,0.00E+00
330382072,5845410,4.20E+03
330382061,5845441,7.70E+03
330382061,5845530,3.30E+03
330382047,5845567,1.30E+03
330382038,5845626,9.40E+03
330382020,5845663,4.50E+03
330382016,5845733,2.40E+03
330382004,5845785,3.00E+03
330381993,5845843,2.00E+03
330381979,5845899,9.70E+03
330381962,5845953,8.00E+03
330381951,5846020,4.10E+04
330381940,5846084,3.20E+04
330381924,5846144,4.80E+04
330381913,5846216,3.00E+03
330381901,5846295,9.40E+04
330381895,5846344,4.10E+04
330381884,5846406,2.40E+04
330381861,5846468,1.00E+04
330381864,5846536,9.00E+03
330381825,5846600,7.00E+03
330381806,5846665,3.00E+03
330381798,5846727,6.50E+03
330381796,5846792,9.90E+03
330381800,5846859,1.00E+02
330381783,5846924,9.80E+03
330381795,5846991,1.70E+03
330381800,5847054,9.40E+03
330381802,5847119,5.00E+03
330381766,5847181,6.70E+03
330381766,5847262,7.80E+03
330381766,5847326,5.10E+03
330381766,5847388,9.60E+03
330381772,5847450,8.10E+03
330381778,5847513,1.00E+02
330381777,5847581,4.60E+03
330381772,5847645,7.50E+03
330381767,5847698,1.00E+03
330381744,5847735,5.80E+03
330381671,5847839,1.00E+02
330381668,5847764,7.40E+03
330381628,5847728,7.10E+03
330381583,5847673,1.10E+03
330381600,5847604,9.60E+03
330381602,5847564,6.90E+03
330381621,5847492,2.10E+03
330381675,5847447,4.20E+03
330381747,5847342,3.30E+03
330381737,5847303,5.80E+03
330381699,5847272,1.00E+02
330381689,5847222,2.80E+03
330381699,5847176,8.00E+02
330381686,5847113,7.80E+03
330381658,5847048,1.90E+03
330381657,5846992,1.50E+03
330381681,5846930,2.10E+03
330381703,5846870,3.90E+03
330381723,5846811,2.80E+03
330381738,5846752,1.00E+03
330381753,5846696,1.50E+04
330381767,5846636,1.30E+04
330381784,5846574,1.00E+04
330381796,5846512,7.00E+03
330381808,5846451,4.00E+03
330381820,5846388,1.80E+04
330381827,5846327,4.30E+04
330381841,5846262,9.90E+04
330381857,5846195,3.60E+04
330381864,5846132,4.20E+04
330381878,5846071,2.50E+04
330381890,5846008,6.00E+03
330381905,5845947,2.90E+04
330381916,5845882,1.60E+04
330381929,5845816,1.70E+04
330381934,5845751,4.40E+04
330381946,5845691,4.20E+04
330381962,5845625,1.30E+04
330381977,5845562,9.50E+03
330381987,5845503,1.00E+02
330382000,5845438,6.30E+03
330382016,5845365,8.70E+03
330382029,5845297,6.30E+03
330382044,5845230,9.80E+03
330382059,5845165,3.00E+02
330382086,5845110,7.80E+03
330382128,5845065,7.00E+03
330382149,5845029,3.10E+03
330382161,5844967,1.30E+03
330382131,5844931,7.10E+03
330382088,5844919,4.20E+03
330382035,5844946,3.00E+02
330381995,5844987,9.50E+03
330381978,5845036,9.50E+03
330381960,5845068,8.40E+03
330381948,5845112,3.60E+03
330381945,5845150,3.40E+03
330381939,5845199,1.20E+03
330381929,5845242,2.80E+03
330381921,5845293,2.50E+03
330381916,5845345,6.40E+03
330381899,5845398,7.60E+03
330381889,5845463,3.60E+03
330381879,5845516,2.60E+04
330381827,5845566,2.30E+04
330381804,5845652,7.00E+03
330381792,5845699,2.10E+04
330381787,5845754,8.00E+04
330381781,5845845,1.60E+04
330381794,5845991,5.50E+04
330381800,5845928,4.20E+04
330381764,5846015,6.00E+04
330381755,5846081,6.00E+03
330381744,5846143,8.80E+04
330381735,5846199,5.00E+03
330381719,5846261,3.90E+04
330381721,5846331,1.20E+04
330381657,5846386,4.00E+03
330381643,5846448,4.00E+03
330381652,5846514,3.60E+03
330381626,5846580,8.00E+02
330381632,5846646,4.40E+03
330381622,5846707,5.00E+02
330381615,5846778,2.00E+03
330381593,5846836,2.00E+03
330381599,5846899,2.00E+03
330381592,5846956,6.90E+03
330381594,5847023,6.00E+02
330381591,5847084,4.40E+03
330381586,5847140,6.50E+03
330381591,5847206,5.30E+03
330381586,5847272,9.60E+03
330381575,5847334,3.00E+03
330381572,5847396,4.10E+03
330381554,5847455,8.40E+03
330381562,5847515,7.60E+03
330381572,5847566,8.70E+03
330381574,5847632,5.00E+03
330381572,5847670,8.20E+03
330381558,5847731,2.80E+03
330381546,5847774,9.00E+03
330381547,5847859,7.10E+03
330381505,5847856,3.50E+03
330381451,5847813,2.00E+02
330381439,5847784,2.40E+03
330381444,5847713,3.00E+02
330381453,5847648,2.70E+03
330381472,5847624,3.90E+03
330381471,5847557,5.50E+03
330381483,5847494,9.50E+03
330381487,5847454,3.80E+03
330381485,5847395,5.20E+03
330381503,5847320,4.40E+03
330381511,5847260,9.70E+03
330381512,5847201,1.30E+03
330381529,5847130,9.90E+03
330381540,5847061,9.40E+03
330381548,5846990,2.90E+03
330381555,5846921,6.30E+03
330381565,5846849,5.10E+03
330381571,5846778,5.40E+03
330381583,5846705,1.00E+02
330381593,5846633,5.90E+03
330381604,5846562,3.60E+03
330381616,5846491,4.00E+02
330381618,5846431,4.40E+03
330381631,5846365,3.80E+03
330381642,5846303,1.50E+04
330381657,5846238,5.70E+04
330381678,5846155,9.50E+04
330381695,5846084,5.10E+04
330381711,5846018,5.70E+04
330381725,5845953,7.60E+04
330381739,5845892,9.70E+04
330381755,5845825,9.00E+03
330381769,5845759,1.50E+04
330381786,5845695,9.70E+04
330381799,5845632,6.50E+04
330381811,5845569,5.10E+04
330381820,5845507,5.30E+04
330381829,5845448,3.10E+03
330381833,5845390,1.10E+03
330381845,5845333,8.60E+03
330381855,5845275,6.60E+03
330381868,5845218,5.00E+02
330381877,5845162,5.00E+03
330381888,5845107,7.50E+03
330381904,5845052,9.50E+03
330381922,5844999,8.90E+03
330381950,5844947,6.50E+03
330381989,5844903,2.30E+03
330382015,5844858,8.60E+03
330382015,5844799,7.00E+03
330381980,5844774,6.90E+03
330381938,5844776,5.80E+03
330381898,5844784,4.20E+03
330381839,5844841,5.10E+03
330381791,5844904,8.30E+03
330381764,5844926,9.00E+02
330381798,5844987,8.40E+03
330381813,5844971,4.20E+03
330381825,5844967,0.00E+00
330381826,5845004,4.70E+03
330381837,5845118,9.10E+03
330381838,5845187,7.10E+03
330381822,5845235,5.30E+03
330381781,5845272,9.00E+02
330381717,5845316,2.50E+03
330381717,5845370,5.30E+03
330381714,5845424,6.10E+03
330381717,5845486,8.00E+03
330381702,5845537,4.30E+04
330381709,5845601,3.40E+04
330381695,5845659,1.90E+04
330381686,5845718,4.40E+04
330381668,5845777,3.40E+04
330381629,5845839,6.20E+04
330381607,5845896,6.80E+04
330381598,5845955,3.00E+04
330381597,5846018,9.10E+04
330381590,5846079,4.00E+03
330381584,5846139,7.80E+04
330381573,5846201,4.60E+04
330381565,5846262,1.00E+04
330381546,5846316,5.40E+03
330381549,5846383,1.40E+03
330381534,5846437,4.00E+03
330381525,5846494,4.10E+03
330381516,5846552,3.70E+03
330381503,5846611,2.70E+03
330381488,5846668,3.30E+03
330381479,5846724,4.40E+03
330381474,5846779,1.60E+03
330381474,5846836,1.30E+03
330381470,5846892,2.30E+03
330381438,5846960,1.30E+03
330381428,5847016,7.90E+03
330381421,5847074,7.10E+03
330381422,5847139,8.00E+03
330381414,5847194,7.70E+03
330381409,5847262,3.00E+03
330381403,5847326,1.90E+03
330381378,5847379,6.80E+03
330381379,5847443,5.20E+03
330381387,5847502,8.90E+03
330381386,5847560,1.60E+03
330381378,5847626,4.00E+03
330381378,5847683,2.00E+03
330381370,5847740,3.10E+03
330381353,5847783,7.70E+03
330381286,5847848,8.60E+03
330381259,5847836,5.20E+03
330381242,5847783,6.00E+03
330381232,5847724,7.70E+03
330381240,5847666,3.90E+03
330381230,5847626,5.70E+03
330381230,5847594,3.00E+03
330381241,5847525,7.30E+03
330381254,5847461,6.10E+03
330381275,5847391,9.30E+03
330381292,5847319,3.40E+03
330381306,5847248,1.10E+03
330381320,5847162,2.50E+03
330381327,5847110,5.20E+03
330381337,5847046,2.30E+03
330381347,5846981,9.90E+03
330381358,5846914,9.80E+03
330381369,5846851,4.00E+02
330381381,5846788,7.70E+03
330381394,5846723,7.70E+03
330381405,5846659,9.40E+03
330381419,5846597,9.90E+03
330381430,5846533,9.10E+03
330381442,5846474,6.30E+03
330381453,5846415,5.10E+03
330381463,5846350,9.30E+03
330381473,5846289,7.80E+03
330381484,5846226,9.40E+03
330381495,5846165,2.30E+04
330381507,5846101,3.90E+04
330381520,5846038,6.50E+04
330381533,5845977,1.40E+04
330381545,5845917,3.10E+04
330381558,5845858,7.00E+03
330381571,5845798,5.90E+04
330381580,5845738,1.80E+04
330381590,5845677,1.00E+03
330381602,5845615,7.00E+02
330381615,5845549,3.90E+03
330381628,5845490,8.70E+03
330381640,5845436,4.40E+03
330381655,5845374,1.30E+03
330381668,5845318,2.20E+03
330381677,5845279,3.00E+02
330381687,5845234,3.80E+03
330381696,5845181,8.70E+03
330381706,5845122,8.40E+03
330381718,5845065,9.70E+03
330381731,5845007,5.60E+03
330381745,5844951,2.60E+03
330381758,5844895,4.40E+03
330381776,5844842,8.10E+03
330381794,5844793,7.80E+03
330381791,5844749,2.60E+03
330381750,5844732,3.00E+03
330381712,5844734,5.00E+02
330381677,5844784,2.20E+03
330381648,5844834,3.70E+03
330381630,5844869,3.00E+03
330381624,5844904,8.40E+03
330381617,5844943,4.50E+03
330381650,5844922,4.70E+03
330381656,5844933,5.00E+03
330381670,5844983,6.30E+03
330381654,5845037,5.10E+03
330381637,5845102,9.20E+03
330381600,5845160,2.20E+03
330381589,5845217,4.70E+03
330381588,5845258,3.20E+03
330381611,5845333,3.40E+03
330381577,5845385,8.10E+03
330381568,5845469,2.20E+03
330381530,5845514,7.10E+03
330381508,5845567,8.60E+03
330381484,5845623,6.10E+03
330381468,5845710,8.80E+03
330381456,5845801,6.90E+03
330381442,5845903,5.50E+03
330381422,5845952,2.60E+03
330381406,5846010,4.00E+02
330381392,5846073,1.10E+03
330381379,5846138,4.50E+03
330381372,5846201,3.90E+03
330381355,5846264,8.90E+03
330381348,5846329,7.50E+03
330381335,5846390,6.00E+03
330381315,5846465,6.10E+03
330381277,5846523,5.30E+03
330381258,5846586,8.30E+03
330381251,5846649,8.20E+03
330381230,5846708,9.00E+02
330381212,5846772,4.10E+03
330381204,5846837,1.70E+03
330381206,5846903,9.50E+03
330381203,5846988,4.50E+03
330381196,5847056,8.90E+03
330381181,5847132,8.70E+03
330381174,5847199,8.40E+03
330381203,5847231,3.70E+03
330381230,5847269,4.30E+03
330381226,5847330,6.90E+03
330381213,5847400,2.40E+03
330381168,5847488,9.00E+03
330381147,5847556,3.30E+03
330381159,5847610,5.50E+03
330381165,5847662,8.30E+03
330381164,5847695,7.80E+03
330381100,5847736,5.70E+03
330381088,5847711,1.70E+03
330381054,5847685,7.90E+03
330381036,5847634,3.10E+03
330381035,5847586,1.70E+03
330381038,5847542,1.30E+03
330381043,5847492,6.00E+03
330381048,5847442,9.50E+03
330381055,5847379,1.70E+03
330381064,5847315,1.00E+03
330381074,5847239,2.70E+03
330381084,5847172,1.30E+03
330381097,5847106,5.00E+02
330381109,5847043,2.10E+03
330381120,5846980,3.50E+03
330381128,5846917,9.50E+03
330381143,5846868,6.70E+03
330381156,5846806,5.00E+03
330381170,5846746,1.20E+03
330381184,5846685,2.20E+03
330381199,5846626,4.00E+02
330381213,5846569,7.10E+03
330381227,5846509,5.30E+03
330381241,5846446,4.00E+02
330381256,5846384,4.90E+03
330381270,5846324,5.00E+02
330381284,5846263,5.80E+03
330381300,5846204,4.10E+03
330381318,5846131,4.30E+03
330381328,5846092,8.80E+03
330381341,5846037,2.40E+03
330381352,5845984,2.40E+03
330381362,5845922,9.00E+03
330381377,5845862,9.80E+03
330381391,5845805,7.10E+03
330381405,5845742,3.80E+03
330381419,5845679,2.70E+03
330381433,5845620,9.70E+03
330381447,5845558,5.00E+03
330381459,5845498,5.00E+02
330381470,5845440,1.50E+03
330381486,5845379,6.90E+03
330381500,5845319,7.20E+03
330381514,5845260,6.70E+03
330381527,5845199,7.80E+03
330381540,5845139,3.40E+03
330381553,5845078,8.30E+03
330381567,5845017,8.50E+03
330381582,5844955,3.00E+02
330381597,5844896,8.60E+03
330381614,5844848,8.10E+03
330381626,5844803,2.30E+03
330381616,5844762,3.10E+03
330381594,5844735,5.60E+03
330381560,5844743,1.00E+02
330381540,5844774,2.20E+03
330381521,5844823,4.80E+03
330381520,5844859,4.80E+03
330381491,5844916,6.90E+03
330381474,5844963,3.20E+03
330381478,5844961,5.00E+03
330381461,5845058,5.20E+03
330381451,5845124,7.70E+03
330381441,5845190,9.40E+03
330381430,5845253,7.70E+03
330381418,5845321,6.50E+03
330381406,5845386,5.40E+03
330381402,5845457,8.20E+03
330381377,5845518,6.70E+03
330381360,5845583,2.50E+03
330381302,5845640,5.00E+02
330381289,5845737,7.80E+03
330381276,5845815,1.70E+03
330381264,5845880,1.20E+03
330381256,5845961,4.00E+03
330381249,5846024,7.00E+02
330381241,5846073,8.40E+03
330381224,5846129,4.90E+03
330381200,5846186,8.00E+03
330381174,5846246,5.00E+03
330381156,5846304,4.00E+02
330381137,5846366,6.30E+03
330381098,5846416,2.80E+03
330381076,5846473,5.00E+03
330381050,5846518,5.20E+03
330381074,5846611,3.90E+03
330381069,5846694,4.00E+02
330381064,5846765,8.40E+03
330381076,5846857,4.80E+03
330381044,5846894,5.00E+03
330381002,5846931,3.40E+03
330381004,5846990,7.50E+03
330380983,5847044,2.60E+03
330380986,5847125,8.00E+02
330380955,5847153,3.50E+03
330380911,5847185,2.50E+03
330380902,5847271,1.90E+03
330380898,5847341,4.40E+03
330380893,5847396,3.30E+03
330380883,5847444,0.00E+00
330380877,5847498,2.40E+03
330380883,5847560,1.90E+03
330380858,5847626,2.00E+02
330380842,5847647,8.30E+03
330380796,5847659,2.10E+03
330380755,5847653,3.00E+03
330380726,5847627,4.80E+03
330380717,5847575,3.60E+03
330380708,5847560,8.00E+02
330380737,5847463,3.00E+02
330380757,5847403,2.50E+03
330380773,5847347,5.10E+03
330380794,5847286,7.30E+03
330380811,5847227,8.40E+03
330380828,5847167,1.00E+02
330380844,5847103,1.60E+03
330380861,5847045,2.30E+03
330380879,5846979,5.50E+03
330380896,5846913,4.70E+03
330380914,5846845,3.70E+03
330380938,5846763,9.10E+03
330380956,5846694,1.00E+03
330380974,5846627,5.60E+03
330380996,5846560,7.00E+02
330381017,5846489,2.20E+03
330381031,5846422,2.60E+03
330381058,5846356,1.00E+02
330381061,5846282,9.20E+03
330381057,5846219,8.30E+03
330381064,5846162,2.10E+03
330381095,5846103,2.20E+03
330381118,5846037,9.40E+03
330381146,5845973,3.50E+03
330381169,5845909,2.00E+02
330381188,5845847,7.10E+03
330381209,5845786,6.70E+03
330381227,5845725,9.80E+03
330381247,5845664,2.60E+03
330381267,5845606,1.70E+03
330381286,5845549,2.00E+03
330381304,5845495,5.10E+03
330381321,5845440,4.80E+03
330381338,5845386,3.60E+03
330381354,5845328,5.70E+03
330381369,5845272,9.40E+03
330381382,5845218,5.50E+03
330381392,5845162,1.00E+02
330381404,5845110,4.20E+03
330381418,5845055,2.70E+03
330381432,5844999,6.70E+03
330381446,5844941,1.00E+02
330381453,5844873,4.90E+03
330381443,5844835,1.50E+03
330381415,5844802,4.10E+03
330381385,5844803,5.80E+03
330381360,5844827,3.40E+03
330381349,5844866,8.80E+03
330381343,5844914,6.40E+03
330381329,5844936,9.80E+03
330381352,5845017,7.80E+03
330381323,5845076,3.00E+03
330381320,5845121,3.90E+03
330381316,5845168,4.00E+03
330381308,5845222,4.40E+03
330381292,5845278,8.40E+03
330381287,5845340,5.60E+03
330381276,5845400,8.10E+03
330381258,5845472,2.80E+03
330381250,5845515,4.00E+03
330381234,5845568,9.70E+03
330381249,5845632,6.70E+03
330381262,5845694,8.60E+03
330381295,5845657,6.00E+02
330381273,5845695,1.50E+03
330381205,5845759,8.40E+03
330381156,5845880,7.00E+02
330381132,5845948,6.20E+03
330381122,5845987,1.00E+03
330381103,5846030,2.40E+03
330381055,5846134,1.00E+02
330381026,5846204,3.80E+03
330381006,5846258,3.50E+03
330380997,5846332,6.50E+03
330380979,5846376,4.80E+03
330380962,5846441,2.30E+03
330380946,5846493,1.40E+03
330380934,5846586,1.70E+03
330380918,5846678,6.30E+03
330380893,5846728,3.30E+03
330380869,5846753,1.70E+03
330380851,5846797,3.10E+03
330380856,5846866,4.30E+03
330380823,5846889,6.80E+03
330380823,5846970,8.90E+03
330380807,5847032,4.80E+03
330380799,5847098,8.40E+03
330380783,5847149,9.40E+03
330380761,5847161,4.00E+02
330380772,5847200,1.00E+03
330380755,5847255,7.30E+03
330380744,5847309,5.80E+03
330380733,5847363,3.70E+03
330380712,5847418,4.60E+03
330380678,5847485,1.80E+03
330380593,5847611,5.10E+03
330380595,5847542,6.80E+03
330380558,5847512,6.30E+03
330380533,5847450,7.90E+03
330380528,5847396,9.20E+03
330380567,5847345,8.00E+02
330380603,5847297,1.90E+03
330380614,5847251,9.50E+03
330380624,5847182,1.00E+02
330380638,5847112,9.40E+03
330380652,5847042,9.00E+02
330380667,5846982,4.00E+03
330380684,5846910,2.20E+03
330380700,5846843,3.50E+03
330380714,5846776,9.60E+03
330380730,5846713,6.00E+03
330380744,5846651,5.90E+03
330380760,5846590,5.10E+03
330380774,5846533,2.30E+03
330380790,5846467,5.80E+03
330380811,5846403,9.10E+03
330380831,5846336,6.40E+03
330380851,5846262,8.80E+03
330380865,5846206,2.60E+03
330380880,5846143,4.80E+03
330380897,5846079,9.70E+03
330380910,5846022,5.90E+03
330380926,5845963,2.60E+03
330380936,5845908,1.40E+03
330380948,5845850,1.10E+03
330380961,5845792,9.60E+03
330380973,5845735,9.00E+03
330380987,5845680,1.10E+03
330381004,5845624,3.30E+03
330381022,5845565,6.60E+03
330381038,5845508,9.00E+03
330381054,5845452,8.60E+03
330381068,5845395,5.50E+03
330381085,5845331,9.60E+03
330381099,5845275,9.80E+03
330381114,5845219,2.50E+03
330381129,5845164,3.20E+03
330381143,5845113,7.40E+03
330381163,5845066,3.20E+03
330381181,5845012,6.90E+03
330381196,5844958,9.90E+03
330381211,5844899,4.30E+03
