-76881,-49372
-76881,-35221
-76881,-21070
-76881,-6918.8
-76881,7232.3
-76881,21383
-76881,35534
-76881,49686
-76881,63837
-76881,77988
-76881,92139
-76881,1.0629e+05
-76881,1.2044e+05
-76881,1.3459e+05
-76881,1.4874e+05
-76881,1.6289e+05
-76881,1.7705e+05
-76881,1.912e+05
-76881,2.0535e+05
-76881,2.195e+05
-76881,2.3365e+05
-76881,2.478e+05
-76881,2.6195e+05
-76881,2.761e+05
-76881,2.9025e+05
-76881,3.0441e+05
-76881,3.1856e+05
-76881,3.3271e+05
-76881,3.4686e+05
-76881,3.6101e+05
-76881,3.7516e+05
-76881,3.8931e+05
-76881,4.0346e+05
-76881,4.1761e+05
-76881,4.3176e+05
-76881,4.4592e+05
-76881,4.6007e+05
-76881,4.7422e+05
-76881,4.8837e+05
-76881,5.0252e+05
-76881,5.1667e+05
-76881,5.3082e+05
-76881,5.4497e+05
-76881,5.5912e+05
-76881,5.7328e+05
-76881,5.8743e+05
-76881,6.0158e+05
-76881,6.1573e+05
-76881,6.2988e+05
-76881,6.4403e+05
-69911,-49372
-69911,-35221
-69911,-21070
-69911,-6918.8
-69911,7232.3
-69911,21383
-69911,35534
-69911,49686
-69911,63837
-69911,77988
-69911,92139
-69911,1.0629e+05
-69911,1.2044e+05
-69911,1.3459e+05
-69911,1.4874e+05
-69911,1.6289e+05
-69911,1.7705e+05
-69911,1.912e+05
-69911,2.0535e+05
-69911,2.195e+05
-69911,2.3365e+05
-69911,2.478e+05
-69911,2.6195e+05
-69911,2.761e+05
-69911,2.9025e+05
-69911,3.0441e+05
-69911,3.1856e+05
-69911,3.3271e+05
-69911,3.4686e+05
-69911,3.6101e+05
-69911,3.7516e+05
-69911,3.8931e+05
-69911,4.0346e+05
-69911,4.1761e+05
-69911,4.3176e+05
-69911,4.4592e+05
-69911,4.6007e+05
-69911,4.7422e+05
-69911,4.8837e+05
-69911,5.0252e+05
-69911,5.1667e+05
-69911,5.3082e+05
-69911,5.4497e+05
-69911,5.5912e+05
-69911,5.7328e+05
-69911,5.8743e+05
-69911,6.0158e+05
-69911,6.1573e+05
-69911,6.2988e+05
-69911,6.4403e+05
-62941,-49372
-62941,-35221
-62941,-21070
-62941,-6918.8
-62941,7232.3
-62941,21383
-62941,35534
-62941,49686
-62941,63837
-62941,77988
-62941,92139
-62941,1.0629e+05
-62941,1.2044e+05
-62941,1.3459e+05
-62941,1.4874e+05
-62941,1.6289e+05
-62941,1.7705e+05
-62941,1.912e+05
-62941,2.0535e+05
-62941,2.195e+05
-62941,2.3365e+05
-62941,2.478e+05
-62941,2.6195e+05
-62941,2.761e+05
-62941,2.9025e+05
-62941,3.0441e+05
-62941,3.1856e+05
-62941,3.3271e+05
-62941,3.4686e+05
-62941,3.6101e+05
-62941,3.7516e+05
-62941,3.8931e+05
-62941,4.0346e+05
-62941,4.1761e+05
-62941,4.3176e+05
-62941,4.4592e+05
-62941,4.6007e+05
-62941,4.7422e+05
-62941,4.8837e+05
-62941,5.0252e+05
-62941,5.1667e+05
-62941,5.3082e+05
-62941,5.4497e+05
-62941,5.5912e+05
-62941,5.7328e+05
-62941,5.8743e+05
-62941,6.0158e+05
-62941,6.1573e+05
-62941,6.2988e+05
-62941,6.4403e+05
-55971,-49372
-55971,-35221
-55971,-21070
-55971,-6918.8
-55971,7232.3
-55971,21383
-55971,35534
-55971,49686
-55971,63837
-55971,77988
-55971,92139
-55971,1.0629e+05
-55971,1.2044e+05
-55971,1.3459e+05
-55971,1.4874e+05
-55971,1.6289e+05
-55971,1.7705e+05
-55971,1.912e+05
-55971,2.0535e+05
-55971,2.195e+05
-55971,2.3365e+05
-55971,2.478e+05
-55971,2.6195e+05
-55971,2.761e+05
-55971,2.9025e+05
-55971,3.0441e+05
-55971,3.1856e+05
-55971,3.3271e+05
-55971,3.4686e+05
-55971,3.6101e+05
-55971,3.7516e+05
-55971,3.8931e+05
-55971,4.0346e+05
-55971,4.1761e+05
-55971,4.3176e+05
-55971,4.4592e+05
-55971,4.6007e+05
-55971,4.7422e+05
-55971,4.8837e+05
-55971,5.0252e+05
-55971,5.1667e+05
-55971,5.3082e+05
-55971,5.4497e+05
-55971,5.5912e+05
-55971,5.7328e+05
-55971,5.8743e+05
-55971,6.0158e+05
